,start_date,end_date,self_perceived_masculinity,importance_of_being_seen_as_masculine,source_of_masculinity_father_figure,source_of_masculinity_mother_figure,source_of_masculinity_family_members,source_of_masculinity_pop_culture,source_of_masculinity_friends,source_of_masculinity_other,societal_pressure_on_men,lifestyle_ask_friend_professional_advice,lifestyle_ask_friend_personal_advice,lifestyle_show_affection_to_male_friends,lifestyle_crying,lifestyle_physical_fight,lifestyle_sexual_relations_with_women,lifestyle_sexual_relations_with_men,lifestyle_watch_sports,lifestyle_work_out,lifestyle_see_therapist,lifestyle_feel_lonely_or_isolated,daily_worry_height,daily_worry_weight,daily_worry_hair,daily_worry_physique,daily_worry_genitalia,daily_worry_clothing_style,daily_worry_sexual_performance,daily_worry_mental_health,daily_worry_physical_health,daily_worry_finances,daily_worry_provide_for_family,daily_worry_none,employment_status,advantage_of_being_a_man_more_money,advantage_of_being_a_man_taken_more_seriously,advantage_of_being_a_man_more_choice,advantage_of_being_a_man_more_promotion_opportunities,advantage_of_being_a_man_praised_more,advantage_of_being_a_man_more_manager_support,advantage_of_being_a_man_other,advantage_of_being_a_man_none,disadvantage_of_being_a_man_hiring_promoting_women,disadvantage_of_being_a_man_risk_accusation_harassment,disadvantage_of_being_a_man_risk_accusation_bias,disadvantage_of_being_a_man_other,disadvantage_of_being_a_man_none,response_to_harassment_confronted_accused,response_to_harassment_contacted_hr,response_to_harassment_contacted_manager,response_to_harassment_supported_victim,response_to_harassment_did_nothing,response_to_harassment_never_witnessed,response_to_harassment_other,reason_for_no_response,heard_about_metoo,behavior_changed_at_work_due_to_metoo,expected_to_make_first_move,how_often_pay_on_date,reason_for_paying_on_date_right_thing,reason_for_paying_on_date_earn_more,reason_for_paying_on_date_feel_good,reason_for_paying_on_date_societal_expectations,reason_for_paying_on_date_obligation_for_asking_out,reason_for_paying_on_date_test_response,reason_for_paying_on_date_other,gauge_interest_by_body_language,gauge_interest_by_verbal_consent,gauge_interest_by_physical_move,gauge_interest_situation_different,gauge_interest_unclear,gauge_interest_other,boundary_wondered_if_pushed_too_far,boundary_discussed_with_friends,boundary_contacted_past_partner,boundary_none_above,changed_behavior_in_relationships_due_to_metoo,marital_status,has_children_under_18,has_children_over_18,no_children,sexual_orientation,race,education_level,state,income_bracket,us_region,device_and_os_usage,race_classification,race_and_ethnicity_detailed,education_level_grouped,education_level_detailed,age_group,has_kids,sexual_orientation_label,response_weight,daily_worries
1405,5/21/18 1:08,5/21/18 1:15,Very masculine,Somewhat important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Yes,Often,Often,Often,Sometimes,"Never, and not open to it","Never, and not open to it","Never, and not open to it",Sometimes,Often,"Never, but open to it",Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,Yes,No,Never,,,,,,,,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,Not selected,Not selected,None of the above,No,Never married,Not selected,Not selected,No children,Straight,White,Post graduate degree,Indiana,"$25,000-$49,999",East North Central,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,35 - 64,No children,Straight,0.060012942,None of the above
1406,5/21/18 1:08,5/21/18 1:16,Very masculine,Somewhat important,Not selected,Mother or mother figure(s),Not selected,Not selected,Friends,Not selected,No,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Not selected,Not selected,"Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Men are taken more seriously,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,Some,Yes,Yes,Often,It?s the right thing to do,Not selected,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay",Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Wondered whether you pushed a partner too far in a past sexual encounter.,Not selected,Not selected,Not selected,No,Married,"Yes, one or more children under 18","Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Mississippi,"$100,000-$124,999",East South Central,Windows Desktop / Laptop,White,White,College or more,College or more,35 - 64,Has children,Straight,0.627590398,"Your mental healthYour ability to provide for your family, current or anticipated"
1407,5/21/18 1:10,5/21/18 1:18,Very masculine,Not at all important,Not selected,Mother or mother figure(s),Not selected,Not selected,Not selected,Other (please specify),Yes,Sometimes,Sometimes,Sometimes,Often,"Never, and not open to it","Never, and not open to it","Never, and not open to it",Often,"Never, but open to it",Often,"Never, and not open to it",Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Not employed, NOT looking for work",,,,,,,,,,,,,,,,,,,,,,,,No,Always,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,Not selected,Not selected,None of the above,No,Never married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,High school or G.E.D.,Ohio,"$0-$9,999",East North Central,Windows Desktop / Laptop,White,White,High school or less,High school or less,35 - 64,Has children,Straight,4.108867559,"Your weightSexual performance or amount of sexYour mental healthYour physical healthYour finances, including your current or future income, assets, or debtYour ability to provide for your family, current or anticipated"
1408,5/21/18 1:11,5/21/18 1:17,Somewhat masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Not selected,Pop culture,Friends,Not selected,Yes,Rarely,"Never, but open to it",Sometimes,Often,"Never, and not open to it","Never, and not open to it",Sometimes,Rarely,Rarely,"Never, but open to it",Often,Not selected,Your weight,Not selected,Your physique,Appearance of your genitalia,Not selected,Sexual performance or amount of sex,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working part-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,Yes,No,Sometimes,,,,,,,,Not selected,Not selected,Not selected,Not selected,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,No,Never married,Not selected,Not selected,No children,Gay,White,High school or G.E.D.,Wisconsin,"$25,000-$49,999",East North Central,Android Phone / Tablet,White,White,High school or less,High school or less,35 - 64,No children,Gay/Bisexual,4.691215139,"Your weightYour physiqueAppearance of your genitaliaSexual performance or amount of sexYour mental healthYour physical healthYour finances, including your current or future income, assets, or debt"
1409,5/21/18 1:11,5/21/18 1:19,Very masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Friends,Not selected,Yes,Rarely,Rarely,Often,Sometimes,"Never, and not open to it",Often,Rarely,Often,Rarely,Sometimes,Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,Not selected,Not selected,Not selected,"Employed, working full-time",Men make more money,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,No,No,Often,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Some college,Texas,"$100,000-$124,999",West South Central,Windows Desktop / Laptop,White,White,Some college,Some college,35 - 64,Has children,Straight,0.639412438,Your weightYour physical health
1410,5/21/18 1:17,5/21/18 1:19,Not at all masculine,Not at all important,Not selected,Mother or mother figure(s),Not selected,Not selected,Not selected,Not selected,No,"Never, but open to it",Rarely,Sometimes,Sometimes,Rarely,Rarely,"Never, but open to it",No answer,Sometimes,"Never, but open to it","Never, but open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Not selected,Not selected,Not selected,Not selected,"Not employed, NOT looking for work",,,,,,,,,,,,,,,,,,,,,,,,No,Often,Not selected,Not selected,You feel good about being the one who pays,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Wondered whether you pushed a partner too far in a past sexual encounter.,Not selected,Not selected,Not selected,Yes,Divorced,Not selected,"Yes, one or more children 18 or older",Not selected,Bisexual,White,Post graduate degree,Connecticut,"$50,000-$74,999",West South Central,iOS Phone / Tablet,White,White,College or more,Post graduate degree,65 and up,Has children,Gay/Bisexual,0.066058959,Sexual performance or amount of sex
1411,5/21/18 1:17,5/21/18 1:24,Somewhat masculine,Not too important,Father or father figure(s),Not selected,Other family members,Not selected,Not selected,Not selected,Yes,Sometimes,"Never, but open to it","Never, but open to it",Sometimes,Rarely,Rarely,"Never, and not open to it",Often,Sometimes,"Never, and not open to it",Sometimes,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Sexual performance or amount of sex,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Men are taken more seriously,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,Yes,Yes,Always,It?s the right thing to do,You make more money than your date,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay",Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,Yes,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,College graduate,Illinois,Prefer not to answer,East North Central,iOS Phone / Tablet,White,White,College or more,College or more,35 - 64,Has children,Straight,0.593337833,"Your weightYour physiqueSexual performance or amount of sexYour mental healthYour physical healthYour finances, including your current or future income, assets, or debtYour ability to provide for your family, current or anticipated"
1412,5/21/18 1:22,5/21/18 1:25,Somewhat masculine,Somewhat important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Sometimes,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Sometimes,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Not selected,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Not employed, looking for work",,,,,,,,,,,,,,,,,,,,,,,,Yes,Often,Not selected,You make more money than your date,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Not selected,Make a physical move to see how they react,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Texas,"$100,000-$124,999",West South Central,MacOS Desktop / Laptop,White,White,College or more,College or more,35 - 64,Has children,Straight,0.500539891,"Your weightYour physiqueYour finances, including your current or future income, assets, or debtYour ability to provide for your family, current or anticipated"
1413,5/21/18 1:22,5/21/18 1:37,Somewhat masculine,Somewhat important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Other (please specify),Yes,Sometimes,Rarely,Sometimes,Rarely,"Never, and not open to it",Sometimes,"Never, and not open to it",Often,Often,Sometimes,Sometimes,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,Yes,Yes,Often,Not selected,Not selected,You feel good about being the one who pays,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Other (please specify),Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,Yes,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Indiana,"$50,000-$74,999",East North Central,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.06088325,"Your weightYour physiqueSexual performance or amount of sexYour finances, including your current or future income, assets, or debt"
1414,5/21/18 1:24,5/21/18 1:30,Very masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Not selected,Not selected,Not selected,Not selected,No,"Never, but open to it","Never, but open to it","Never, but open to it",Rarely,"Never, and not open to it",Rarely,"Never, and not open to it","Never, but open to it",Often,"Never, and not open to it","Never, and not open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,No,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Texas,"$75,000-$99,999",West South Central,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.059076967,None of the above
1415,5/21/18 1:24,5/21/18 1:34,Somewhat masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Not selected,Not selected,Yes,Often,Often,"Never, and not open to it",Rarely,Rarely,Rarely,"Never, and not open to it",Often,No answer,No answer,Rarely,Not selected,Your weight,Not selected,Your physique,Appearance of your genitalia,Not selected,Not selected,Not selected,Your physical health,Not selected,Not selected,Not selected,"Employed, working full-time",Men make more money,Men are taken more seriously,Not selected,Men have more promotion/professional development opportunities,Not selected,Men generally have more support from their managers,Not selected,Not selected,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,No,Yes,Always,It?s the right thing to do,Not selected,You feel good about being the one who pays,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Make a physical move to see how they react,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Texas,Prefer not to answer,West South Central,MacOS Desktop / Laptop,White,White,College or more,College or more,65 and up,Has children,Straight,0.484545451,Your weightYour physiqueAppearance of your genitaliaYour physical health
1416,5/21/18 1:29,5/21/18 1:35,Very masculine,Very important,Not selected,Not selected,Other family members,Not selected,Not selected,Not selected,Yes,Often,Often,Often,Sometimes,"Never, but open to it",Rarely,Often,Often,Rarely,"Never, and not open to it",Sometimes,Your height,Your weight,Your hair or hairline,Your physique,Appearance of your genitalia,Not selected,Sexual performance or amount of sex,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Did not respond at all,Not selected,Not selected,You didn?t think it was your place,Some,No,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Never married,Not selected,"Yes, one or more children 18 or older",Not selected,Gay,White,Post graduate degree,Arizona,"$50,000-$74,999",Mountain,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,35 - 64,Has children,Gay/Bisexual,0.056149672,"Your heightYour weightYour hair or hairlineYour physiqueAppearance of your genitaliaSexual performance or amount of sexYour physical healthYour finances, including your current or future income, assets, or debt"
1417,5/21/18 1:31,5/21/18 1:36,Somewhat masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Friends,Not selected,Yes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Sometimes,"Never, and not open to it",Sometimes,Sometimes,Rarely,Sometimes,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Not selected,Not selected,Your physical health,Not selected,Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Managers want to hire and promote women,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,Yes,No,Often,It?s the right thing to do,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,Yes,Married,Not selected,Not selected,No children,Straight,White,Some college,North Carolina,"$25,000-$49,999",South Atlantic,Windows Desktop / Laptop,White,White,Some college,Some college,35 - 64,No children,Straight,1.41827922,Your weightYour physiqueYour physical health
1418,5/21/18 1:32,5/21/18 1:38,Somewhat masculine,Not at all important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),No,Rarely,Rarely,Sometimes,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Rarely,Often,Rarely,Sometimes,Not selected,Your weight,Not selected,Not selected,Appearance of your genitalia,Not selected,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Men make more money,Men are taken more seriously,Men have more choice,Men have more promotion/professional development opportunities,Men are explicitly praised more often,Men generally have more support from their managers,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,Some,Yes,Yes,Always,Not selected,You make more money than your date,You feel good about being the one who pays,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Ask for a verbal confirmation of consent,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Divorced,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,Post graduate degree,Texas,"$75,000-$99,999",West South Central,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,Has children,Straight,0.059076967,"Your weightAppearance of your genitaliaYour physical healthYour finances, including your current or future income, assets, or debt"
1419,5/21/18 1:35,5/21/18 1:40,Somewhat masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Not selected,Not selected,Yes,Often,Rarely,"Never, but open to it",Rarely,Rarely,Sometimes,"Never, but open to it",Often,Sometimes,"Never, but open to it",Sometimes,Not selected,Your weight,Not selected,Your physique,Not selected,Not selected,Sexual performance or amount of sex,Your mental health,Not selected,Not selected,Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Men have more promotion/professional development opportunities,Not selected,Not selected,Not selected,Not selected,Managers want to hire and promote women,Not selected,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,Nothing at all,,Yes,Always,It?s the right thing to do,Not selected,You feel good about being the one who pays,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Contacted a past sexual partner to ask whether you went too far in any of you sexual encounters.,Not selected,No,Married,"Yes, one or more children under 18",Not selected,Not selected,Bisexual,White,Post graduate degree,Ohio,"$200,000+",New England,MacOS Desktop / Laptop,White,White,College or more,Post graduate degree,35 - 64,Has children,Gay/Bisexual,0.174506578,Your weightYour physiqueSexual performance or amount of sexYour mental health
1420,5/21/18 1:35,5/21/18 1:45,Very masculine,Not too important,Father or father figure(s),Not selected,Other family members,Not selected,Not selected,Not selected,Yes,Often,Often,Sometimes,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Often,Sometimes,"Never, but open to it",Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,No,No,Often,Not selected,Not selected,Not selected,"Societal expectations, even though you don?t always think you should have to pay",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Illinois,Prefer not to answer,East North Central,MacOS Desktop / Laptop,White,White,College or more,College or more,35 - 64,Has children,Straight,0.611347689,"Your physical healthYour finances, including your current or future income, assets, or debtYour ability to provide for your family, current or anticipated"
1421,5/21/18 1:35,5/21/18 1:40,Somewhat masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Not selected,Pop culture,Not selected,Not selected,Yes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,"Never, and not open to it",Often,Rarely,Rarely,Sometimes,Not selected,Not selected,Not selected,Not selected,Not selected,Your clothing or style,Not selected,Your mental health,Not selected,Not selected,Not selected,Not selected,"Not employed, looking for work",,,,,,,,,,,,,,,,,,,,,,,,No,Often,Not selected,Not selected,You feel good about being the one who pays,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Talked with a friend or friends about whether you pushed a partner too far.,Not selected,Not selected,No,Never married,Not selected,Not selected,No children,Straight,Black,Some college,Arizona,"$50,000-$74,999",Mountain,Windows Desktop / Laptop,Non-white,Black,Some college,Some college,35 - 64,No children,Straight,0.852590966,Your clothing or styleYour mental health
1422,5/21/18 1:37,5/21/18 1:48,Somewhat masculine,Somewhat important,Not selected,Not selected,Other family members,Pop culture,Friends,Not selected,Yes,Sometimes,Sometimes,"Never, and not open to it",Rarely,"Never, but open to it",Sometimes,"Never, and not open to it",Often,Sometimes,"Never, and not open to it",Rarely,Not selected,Your weight,Your hair or hairline,Your physique,Not selected,Not selected,Sexual performance or amount of sex,Not selected,Not selected,Not selected,Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Managers want to hire and promote women,Greater risk of being accused of sexual harassment,Greater risk of being accused of being sexist or racist,Not selected,Not selected,Confronted the accused person,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,,Some,Yes,No,Always,It?s the right thing to do,You make more money than your date,You feel good about being the one who pays,"Societal expectations, even though you don?t always think you should have to pay","You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Make a physical move to see how they react,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,New Jersey,"$200,000+",Middle Atlantic,Windows Desktop / Laptop,White,White,College or more,College or more,35 - 64,Has children,Straight,0.70666089,Your weightYour hair or hairlineYour physiqueSexual performance or amount of sex
1423,5/21/18 1:37,5/21/18 1:42,Somewhat masculine,Not too important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Friends,Not selected,Yes,Often,Often,Often,Rarely,"Never, and not open to it","Never, but open to it",Often,Rarely,Rarely,Often,Sometimes,Not selected,Your weight,Your hair or hairline,Your physique,Appearance of your genitalia,Your clothing or style,Sexual performance or amount of sex,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Men make more money,Men are taken more seriously,Men have more choice,Men have more promotion/professional development opportunities,Men are explicitly praised more often,Men generally have more support from their managers,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,No,No,Sometimes,,,,,,,,Read their physical body language to see if they are interested,Ask for a verbal confirmation of consent,Make a physical move to see how they react,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Yes,Never married,Not selected,Not selected,No children,Gay,White,College graduate,Missouri,"$50,000-$74,999",West North Central,Windows Desktop / Laptop,White,White,College or more,College or more,18 - 34,No children,Gay/Bisexual,2.307405242,"Your weightYour hair or hairlineYour physiqueAppearance of your genitaliaYour clothing or styleSexual performance or amount of sexYour physical healthYour finances, including your current or future income, assets, or debt"
1424,5/21/18 1:38,5/21/18 1:47,Somewhat masculine,Somewhat important,Father or father figure(s),Not selected,Other family members,Not selected,Friends,Other (please specify),Yes,Sometimes,Sometimes,Often,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Often,Rarely,Rarely,Not selected,Your weight,Your hair or hairline,Not selected,Not selected,Your clothing or style,Not selected,Not selected,Your physical health,Not selected,"Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Contacted the HR department,Not selected,Not selected,Not selected,Not selected,Not selected,,A lot,Yes,No,Sometimes,,,,,,,,Not selected,Ask for a verbal confirmation of consent,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,Post graduate degree,South Carolina,"$200,000+",South Atlantic,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,35 - 64,Has children,Straight,0.05904296,"Your weightYour hair or hairlineYour clothing or styleYour physical healthYour ability to provide for your family, current or anticipated"
1425,5/21/18 1:42,5/21/18 1:47,Somewhat masculine,Not at all important,Not selected,Not selected,Other family members,Not selected,Not selected,Not selected,Yes,Rarely,Rarely,"Never, and not open to it",No answer,"Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it",Often,"Never, and not open to it","Never, and not open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,"Employed, working full-time",Men make more money,Not selected,Men have more choice,Men have more promotion/professional development opportunities,Not selected,Men generally have more support from their managers,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,Only a little,No,No,Always,Not selected,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,"Yes, one or more children under 18",Not selected,Not selected,Straight,White,Did not complete high school,Illinois,"$25,000-$49,999",East North Central,Windows Desktop / Laptop,White,White,High school or less,High school or less,65 and up,Has children,Straight,2.237947368,None of the above
